sector,subsector,iso3_country,co2e_100yr,continent_ct
fossil-fuel-operations,oil-and-gas-production-and-transport,COG,1714489,Africa
fossil-fuel-operations,oil-and-gas-refining,COG,74875,Africa
forestry-and-land-use,removals,COG,-5007429,Africa
transportation,road-transportation,COG,179545,Africa
forestry-and-land-use,shrubgrass-fires,COG,1038511,Africa
agriculture,synthetic-fertilizer-application,COG,13,Africa
forestry-and-land-use,wetland-fires,COG,15005,Africa
agriculture,cropland-fires,COK,1,Oceania
transportation,domestic-aviation,COK,1935,Oceania
transportation,international-aviation,COK,32245,Oceania
waste,wastewater-treatment-and-discharge,COK,503,Oceania
fossil-fuel-operations,coal-mining,COL,784843,South America
mineral-extraction,copper-mining,COL,3857,South America
agriculture,cropland-fires,COL,14596,South America
transportation,domestic-aviation,COL,47654,South America
power,electricity-generation,COL,569700,South America
agriculture,enteric-fermentation-cattle-pasture,COL,84720,South America
forestry-and-land-use,forest-land-clearing,COL,232662,South America
forestry-and-land-use,forest-land-degradation,COL,19326,South America
forestry-and-land-use,forest-land-fires,COL,68933,South America
transportation,international-aviation,COL,235027,South America
agriculture,manure-left-on-pasture-cattle,COL,24384,South America
forestry-and-land-use,net-forest-land,COL,-143920,South America
forestry-and-land-use,net-shrubgrass,COL,-71249,South America
forestry-and-land-use,net-wetland,COL,14997,South America
fossil-fuel-operations,oil-and-gas-production-and-transport,COL,1627743,South America
fossil-fuel-operations,oil-and-gas-refining,COL,1634955,South America
forestry-and-land-use,removals,COL,-361423,South America
transportation,road-transportation,COL,90721,South America
forestry-and-land-use,shrubgrass-fires,COL,31480,South America
waste,solid-waste-disposal,COL,228445,South America
agriculture,synthetic-fertilizer-application,COL,4248,South America
waste,wastewater-treatment-and-discharge,COL,20628,South America
forestry-and-land-use,water-reservoirs,COL,11282,South America
forestry-and-land-use,wetland-fires,COL,212,South America
agriculture,cropland-fires,COM,32175,Africa
transportation,domestic-aviation,COM,379,Africa
forestry-and-land-use,forest-land-clearing,COM,37466,Africa
forestry-and-land-use,forest-land-degradation,COM,14925,Africa
forestry-and-land-use,forest-land-fires,COM,6757,Africa
transportation,international-aviation,COM,11756,Africa
forestry-and-land-use,net-forest-land,COM,-17288,Africa
forestry-and-land-use,net-shrubgrass,COM,-78,Africa
forestry-and-land-use,net-wetland,COM,-4485,Africa
forestry-and-land-use,removals,COM,-65120,Africa
transportation,road-transportation,COM,46664,Africa
forestry-and-land-use,shrubgrass-fires,COM,6092,Africa
forestry-and-land-use,wetland-fires,COM,0,Africa
agriculture,cropland-fires,CPV,2551,Africa
transportation,domestic-aviation,CPV,1288,Africa
power,electricity-generation,CPV,52000,Africa
forestry-and-land-use,forest-land-clearing,CPV,0,Africa
forestry-and-land-use,forest-land-degradation,CPV,0,Africa
forestry-and-land-use,forest-land-fires,CPV,0,Africa
transportation,international-aviation,CPV,51501,Africa
forestry-and-land-use,net-forest-land,CPV,-9272,Africa
forestry-and-land-use,net-shrubgrass,CPV,-47091,Africa
forestry-and-land-use,net-wetland,CPV,-8336,Africa
forestry-and-land-use,removals,CPV,-698,Africa
transportation,road-transportation,CPV,69415,Africa
forestry-and-land-use,shrubgrass-fires,CPV,0,Africa
waste,wastewater-treatment-and-discharge,CPV,1575,Africa
forestry-and-land-use,wetland-fires,CPV,0,Africa
agriculture,cropland-fires,CRI,25627,North America
transportation,domestic-aviation,CRI,1123,North America
power,electricity-generation,CRI,66500,North America
agriculture,enteric-fermentation-cattle-pasture,CRI,12367,North America
forestry-and-land-use,forest-land-clearing,CRI,79747,North America
forestry-and-land-use,forest-land-degradation,CRI,6836,North America
forestry-and-land-use,forest-land-fires,CRI,43038,North America
transportation,international-aviation,CRI,295597,North America
agriculture,manure-left-on-pasture-cattle,CRI,3559,North America
forestry-and-land-use,net-forest-land,CRI,-132369,North America
forestry-and-land-use,net-shrubgrass,CRI,-1532,North America
forestry-and-land-use,net-wetland,CRI,-438,North America
fossil-fuel-operations,oil-and-gas-refining,CRI,117969,North America
forestry-and-land-use,removals,CRI,-142364,North America
transportation,road-transportation,CRI,82689,North America
forestry-and-land-use,shrubgrass-fires,CRI,12094,North America
waste,solid-waste-disposal,CRI,231589,North America
agriculture,synthetic-fertilizer-application,CRI,12732,North America
waste,wastewater-treatment-and-discharge,CRI,3492,North America
forestry-and-land-use,water-reservoirs,CRI,18087,North America
forestry-and-land-use,wetland-fires,CRI,55,North America
agriculture,cropland-fires,CUB,39806,North America
transportation,domestic-aviation,CUB,911,North America
power,electricity-generation,CUB,423111,North America
agriculture,enteric-fermentation-cattle-pasture,CUB,76474,North America
forestry-and-land-use,forest-land-clearing,CUB,25346,North America
forestry-and-land-use,forest-land-degradation,CUB,6720,North America
forestry-and-land-use,forest-land-fires,CUB,10376,North America
transportation,international-aviation,CUB,74643,North America
mineral-extraction,iron-mining,CUB,923132,North America
agriculture,manure-left-on-pasture-cattle,CUB,22011,North America
forestry-and-land-use,net-forest-land,CUB,-376443,North America
forestry-and-land-use,net-shrubgrass,CUB,-4412,North America
forestry-and-land-use,net-wetland,CUB,3191,North America
fossil-fuel-operations,oil-and-gas-production-and-transport,CUB,868258,North America
fossil-fuel-operations,oil-and-gas-refining,CUB,472664,North America
forestry-and-land-use,removals,CUB,-65554,North America
transportation,road-transportation,CUB,96026,North America
forestry-and-land-use,shrubgrass-fires,CUB,14594,North America
waste,solid-waste-disposal,CUB,172021,North America
agriculture,synthetic-fertilizer-application,CUB,1251,North America
waste,wastewater-treatment-and-discharge,CUB,7401,North America
forestry-and-land-use,water-reservoirs,CUB,17264,North America
forestry-and-land-use,wetland-fires,CUB,498,North America
forestry-and-land-use,forest-land-clearing,CUW,514,North America
forestry-and-land-use,forest-land-degradation,CUW,0,North America
forestry-and-land-use,forest-land-fires,CUW,0,North America
transportation,international-aviation,CUW,282950,North America
forestry-and-land-use,net-forest-land,CUW,16936,North America
forestry-and-land-use,net-shrubgrass,CUW,22187,North America
forestry-and-land-use,net-wetland,CUW,2608,North America
forestry-and-land-use,removals,CUW,28,North America
transportation,road-transportation,CUW,494800,North America
forestry-and-land-use,shrubgrass-fires,CUW,0,North America
waste,wastewater-treatment-and-discharge,CUW,1521,North America
forestry-and-land-use,wetland-fires,CUW,0,North America
transportation,international-aviation,CXR,3554,Asia
transportation,domestic-aviation,CYM,1948,North America
power,electricity-generation,CYM,340000,North America
forestry-and-land-use,forest-land-clearing,CYM,1562,North America
forestry-and-land-use,forest-land-degradation,CYM,116,North America
forestry-and-land-use,forest-land-fires,CYM,0,North America
transportation,international-aviation,CYM,39198,North America
forestry-and-land-use,net-forest-land,CYM,7169,North America
forestry-and-land-use,net-shrubgrass,CYM,-426,North America
forestry-and-land-use,net-wetland,CYM,-8752,North America
forestry-and-land-use,removals,CYM,-1690,North America
forestry-and-land-use,shrubgrass-fires,CYM,0,North America
forestry-and-land-use,wetland-fires,CYM,0,North America
mineral-extraction,copper-mining,CYP,0,Europe
agriculture,cropland-fires,CYP,6604,Europe
transportation,domestic-aviation,CYP,115,Europe
power,electricity-generation,CYP,556500,Europe
agriculture,enteric-fermentation-cattle-pasture,CYP,9699,Europe
forestry-and-land-use,forest-land-clearing,CYP,1285,Europe
forestry-and-land-use,forest-land-degradation,CYP,0,Europe
forestry-and-land-use,forest-land-fires,CYP,0,Europe
transportation,international-aviation,CYP,300519,Europe
agriculture,manure-left-on-pasture-cattle,CYP,3268,Europe
forestry-and-land-use,net-forest-land,CYP,-352684,Europe
forestry-and-land-use,net-shrubgrass,CYP,13783,Europe
forestry-and-land-use,net-wetland,CYP,-107,Europe
forestry-and-land-use,removals,CYP,-5520,Europe
transportation,road-transportation,CYP,308543,Europe
forestry-and-land-use,shrubgrass-fires,CYP,44,Europe
waste,solid-waste-disposal,CYP,40544,Europe
agriculture,synthetic-fertilizer-application,CYP,8424,Europe
waste,wastewater-treatment-and-discharge,CYP,2987,Europe
forestry-and-land-use,water-reservoirs,CYP,360,Europe
forestry-and-land-use,wetland-fires,CYP,0,Europe
fossil-fuel-operations,coal-mining,CZE,875316,Europe
agriculture,cropland-fires,CZE,40706,Europe
transportation,domestic-aviation,CZE,10,Europe
power,electricity-generation,CZE,1019432,Europe
agriculture,enteric-fermentation-cattle-pasture,CZE,31306,Europe
forestry-and-land-use,forest-land-clearing,CZE,379620,Europe
forestry-and-land-use,forest-land-degradation,CZE,0,Europe
forestry-and-land-use,forest-land-fires,CZE,2810,Europe
transportation,international-aviation,CZE,189697,Europe
agriculture,manure-left-on-pasture-cattle,CZE,10710,Europe
forestry-and-land-use,net-forest-land,CZE,127603,Europe
forestry-and-land-use,net-shrubgrass,CZE,6489,Europe
forestry-and-land-use,net-wetland,CZE,1460,Europe
fossil-fuel-operations,oil-and-gas-refining,CZE,944610,Europe
manufacturing,other-manufacturing,CZE,157410,Europe
manufacturing,petrochemicals,CZE,713630,Europe
forestry-and-land-use,removals,CZE,-378969,Europe
transportation,road-transportation,CZE,71514,Europe
forestry-and-land-use,shrubgrass-fires,CZE,184,Europe
waste,solid-waste-disposal,CZE,13883,Europe
agriculture,synthetic-fertilizer-application,CZE,33271,Europe
waste,wastewater-treatment-and-discharge,CZE,988,Europe
forestry-and-land-use,water-reservoirs,CZE,982,Europe
forestry-and-land-use,wetland-fires,CZE,0,Europe
fossil-fuel-operations,coal-mining,DEU,631577,Europe
agriculture,cropland-fires,DEU,16262,Europe
transportation,domestic-aviation,DEU,32872,Europe
power,electricity-generation,DEU,972239,Europe
agriculture,enteric-fermentation-cattle-pasture,DEU,46155,Europe
forestry-and-land-use,forest-land-clearing,DEU,233301,Europe
forestry-and-land-use,forest-land-degradation,DEU,0,Europe
forestry-and-land-use,forest-land-fires,DEU,524,Europe
transportation,international-aviation,DEU,714211,Europe
agriculture,manure-left-on-pasture-cattle,DEU,16262,Europe
forestry-and-land-use,net-forest-land,DEU,195223,Europe
forestry-and-land-use,net-shrubgrass,DEU,5027,Europe
forestry-and-land-use,net-wetland,DEU,5200,Europe
fossil-fuel-operations,oil-and-gas-production-and-transport,DEU,188599,Europe
fossil-fuel-operations,oil-and-gas-refining,DEU,2079976,Europe
manufacturing,other-manufacturing,DEU,257707,Europe
manufacturing,petrochemicals,DEU,910112,Europe
forestry-and-land-use,removals,DEU,-224432,Europe
transportation,road-transportation,DEU,154847,Europe
forestry-and-land-use,shrubgrass-fires,DEU,171,Europe
waste,solid-waste-disposal,DEU,7576,Europe
agriculture,synthetic-fertilizer-application,DEU,31629,Europe
waste,wastewater-treatment-and-discharge,DEU,1878,Europe
forestry-and-land-use,water-reservoirs,DEU,519,Europe
forestry-and-land-use,wetland-fires,DEU,0,Europe
agriculture,cropland-fires,DJI,200,Africa
power,electricity-generation,DJI,38000,Africa
agriculture,enteric-fermentation-cattle-pasture,DJI,19628,Africa
forestry-and-land-use,forest-land-clearing,DJI,0,Africa
forestry-and-land-use,forest-land-degradation,DJI,0,Africa
forestry-and-land-use,forest-land-fires,DJI,0,Africa
transportation,international-aviation,DJI,57808,Africa
agriculture,manure-left-on-pasture-cattle,DJI,10135,Africa
forestry-and-land-use,net-forest-land,DJI,-85,Africa
forestry-and-land-use,net-shrubgrass,DJI,4900,Africa
forestry-and-land-use,net-wetland,DJI,-4902,Africa
forestry-and-land-use,removals,DJI,26,Africa
transportation,road-transportation,DJI,98411,Africa
forestry-and-land-use,shrubgrass-fires,DJI,0,Africa
agriculture,synthetic-fertilizer-application,DJI,1,Africa
forestry-and-land-use,wetland-fires,DJI,0,Africa
agriculture,cropland-fires,DMA,318,North America
forestry-and-land-use,forest-land-clearing,DMA,1459,North America
forestry-and-land-use,forest-land-degradation,DMA,1182,North America
forestry-and-land-use,forest-land-fires,DMA,0,North America
transportation,international-aviation,DMA,9874,North America
forestry-and-land-use,net-forest-land,DMA,20081,North America
forestry-and-land-use,net-shrubgrass,DMA,116,North America
forestry-and-land-use,net-wetland,DMA,-245,North America
forestry-and-land-use,removals,DMA,-2416,North America
forestry-and-land-use,shrubgrass-fires,DMA,0,North America
forestry-and-land-use,wetland-fires,DMA,0,North America
agriculture,cropland-fires,DNK,11889,Europe
transportation,domestic-aviation,DNK,5819,Europe
power,electricity-generation,DNK,306714,Europe
agriculture,enteric-fermentation-cattle-pasture,DNK,22260,Europe
forestry-and-land-use,forest-land-clearing,DNK,29052,Europe
forestry-and-land-use,forest-land-degradation,DNK,0,Europe
forestry-and-land-use,forest-land-fires,DNK,62,Europe
transportation,international-aviation,DNK,214181,Europe
agriculture,manure-left-on-pasture-cattle,DNK,7843,Europe
forestry-and-land-use,net-forest-land,DNK,60644,Europe
forestry-and-land-use,net-shrubgrass,DNK,-2289,Europe
forestry-and-land-use,net-wetland,DNK,703,Europe
fossil-fuel-operations,oil-and-gas-production-and-transport,DNK,118691,Europe
fossil-fuel-operations,oil-and-gas-refining,DNK,953787,Europe
manufacturing,other-manufacturing,DNK,23376,Europe
forestry-and-land-use,removals,DNK,-27995,Europe
transportation,road-transportation,DNK,110591,Europe
forestry-and-land-use,shrubgrass-fires,DNK,147,Europe
waste,solid-waste-disposal,DNK,16963,Europe
agriculture,synthetic-fertilizer-application,DNK,27033,Europe
waste,wastewater-treatment-and-discharge,DNK,1480,Europe
forestry-and-land-use,wetland-fires,DNK,0,Europe
mineral-extraction,copper-mining,DOM,95233,North America
agriculture,cropland-fires,DOM,20013,North America
transportation,domestic-aviation,DOM,673,North America
power,electricity-generation,DOM,508882,North America
agriculture,enteric-fermentation-cattle-pasture,DOM,48478,North America
forestry-and-land-use,forest-land-clearing,DOM,43833,North America
forestry-and-land-use,forest-land-degradation,DOM,8230,North America
forestry-and-land-use,forest-land-fires,DOM,7712,North America
transportation,international-aviation,DOM,304981,North America
agriculture,manure-left-on-pasture-cattle,DOM,13953,North America
forestry-and-land-use,net-forest-land,DOM,21942,North America
forestry-and-land-use,net-shrubgrass,DOM,-14780,North America
forestry-and-land-use,net-wetland,DOM,-362,North America
fossil-fuel-operations,oil-and-gas-refining,DOM,167283,North America
forestry-and-land-use,removals,DOM,-58340,North America
transportation,road-transportation,DOM,116932,North America
forestry-and-land-use,shrubgrass-fires,DOM,484,North America
waste,solid-waste-disposal,DOM,46517,North America
agriculture,synthetic-fertilizer-application,DOM,6045,North America
waste,wastewater-treatment-and-discharge,DOM,10558,North America
forestry-and-land-use,water-reservoirs,DOM,3313,North America
forestry-and-land-use,wetland-fires,DOM,6,North America
agriculture,cropland-fires,DZA,219,Africa
transportation,domestic-aviation,DZA,6779,Africa
power,electricity-generation,DZA,784046,Africa
agriculture,enteric-fermentation-cattle-pasture,DZA,337,Africa
forestry-and-land-use,forest-land-clearing,DZA,1316,Africa
forestry-and-land-use,forest-land-degradation,DZA,0,Africa
forestry-and-land-use,forest-land-fires,DZA,1936,Africa
transportation,international-aviation,DZA,34405,Africa
agriculture,manure-left-on-pasture-cattle,DZA,174,Africa
forestry-and-land-use,net-forest-land,DZA,-14703,Africa
forestry-and-land-use,net-shrubgrass,DZA,-2588,Africa
forestry-and-land-use,net-wetland,DZA,-163,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,DZA,9466800,Africa
fossil-fuel-operations,oil-and-gas-refining,DZA,961788,Africa
forestry-and-land-use,removals,DZA,-4353,Africa
transportation,road-transportation,DZA,74246,Africa
forestry-and-land-use,shrubgrass-fires,DZA,1043,Africa
waste,solid-waste-disposal,DZA,65838,Africa
agriculture,synthetic-fertilizer-application,DZA,968,Africa
waste,wastewater-treatment-and-discharge,DZA,9412,Africa
forestry-and-land-use,water-reservoirs,DZA,1838,Africa
forestry-and-land-use,wetland-fires,DZA,4,Africa
agriculture,cropland-fires,ECU,34983,South America
transportation,domestic-aviation,ECU,32511,South America
power,electricity-generation,ECU,171250,South America
agriculture,enteric-fermentation-cattle-pasture,ECU,42601,South America
forestry-and-land-use,forest-land-clearing,ECU,636539,South America
forestry-and-land-use,forest-land-degradation,ECU,30675,South America
forestry-and-land-use,forest-land-fires,ECU,23334,South America
transportation,international-aviation,ECU,350332,South America
agriculture,manure-left-on-pasture-cattle,ECU,12262,South America
forestry-and-land-use,net-forest-land,ECU,-83617,South America
forestry-and-land-use,net-shrubgrass,ECU,60712,South America
forestry-and-land-use,net-wetland,ECU,-1875,South America
fossil-fuel-operations,oil-and-gas-production-and-transport,ECU,1198455,South America
fossil-fuel-operations,oil-and-gas-refining,ECU,476191,South America
forestry-and-land-use,removals,ECU,-694935,South America
transportation,road-transportation,ECU,223564,South America
forestry-and-land-use,shrubgrass-fires,ECU,6393,South America
waste,solid-waste-disposal,ECU,242833,South America
agriculture,synthetic-fertilizer-application,ECU,12318,South America
waste,wastewater-treatment-and-discharge,ECU,8441,South America
forestry-and-land-use,water-reservoirs,ECU,11036,South America
forestry-and-land-use,wetland-fires,ECU,32,South America
fossil-fuel-operations,coal-mining,EGY,4304,Africa
agriculture,cropland-fires,EGY,4583,Africa
transportation,domestic-aviation,EGY,13889,Africa
power,electricity-generation,EGY,2184260,Africa
agriculture,enteric-fermentation-cattle-pasture,EGY,10462,Africa
forestry-and-land-use,forest-land-clearing,EGY,22,Africa
forestry-and-land-use,forest-land-degradation,EGY,0,Africa
forestry-and-land-use,forest-land-fires,EGY,0,Africa
transportation,international-aviation,EGY,272748,Africa
agriculture,manure-left-on-pasture-cattle,EGY,5402,Africa
forestry-and-land-use,net-forest-land,EGY,3155,Africa
forestry-and-land-use,net-shrubgrass,EGY,3586,Africa
forestry-and-land-use,net-wetland,EGY,-4332,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,EGY,2180472,Africa
fossil-fuel-operations,oil-and-gas-refining,EGY,699940,Africa
forestry-and-land-use,removals,EGY,448,Africa
agriculture,rice-cultivation,EGY,17397,Africa
transportation,road-transportation,EGY,61225,Africa
forestry-and-land-use,shrubgrass-fires,EGY,237,Africa
waste,solid-waste-disposal,EGY,688836,Africa
agriculture,synthetic-fertilizer-application,EGY,50073,Africa
waste,wastewater-treatment-and-discharge,EGY,19527,Africa
forestry-and-land-use,water-reservoirs,EGY,2268315,Africa
forestry-and-land-use,wetland-fires,EGY,0,Africa
mineral-extraction,copper-mining,ERI,87392,Africa
agriculture,cropland-fires,ERI,15025,Africa
power,electricity-generation,ERI,149500,Africa
agriculture,enteric-fermentation-cattle-pasture,ERI,52004,Africa
forestry-and-land-use,forest-land-clearing,ERI,6,Africa
forestry-and-land-use,forest-land-degradation,ERI,0,Africa
forestry-and-land-use,forest-land-fires,ERI,948,Africa
transportation,international-aviation,ERI,30690,Africa
agriculture,manure-left-on-pasture-cattle,ERI,26852,Africa
forestry-and-land-use,net-forest-land,ERI,-5193,Africa
forestry-and-land-use,net-shrubgrass,ERI,42512,Africa
forestry-and-land-use,net-wetland,ERI,70,Africa
forestry-and-land-use,removals,ERI,-8700,Africa
transportation,road-transportation,ERI,66399,Africa
forestry-and-land-use,shrubgrass-fires,ERI,4248,Africa
waste,solid-waste-disposal,ERI,67129,Africa
agriculture,synthetic-fertilizer-application,ERI,185,Africa
forestry-and-land-use,water-reservoirs,ERI,807,Africa
forestry-and-land-use,wetland-fires,ERI,0,Africa
agriculture,cropland-fires,ESH,0,Africa
transportation,domestic-aviation,ESH,11237,Africa
power,electricity-generation,ESH,0,Africa
agriculture,enteric-fermentation-cattle-pasture,ESH,0,Africa
forestry-and-land-use,forest-land-clearing,ESH,0,Africa
forestry-and-land-use,forest-land-degradation,ESH,0,Africa
forestry-and-land-use,forest-land-fires,ESH,0,Africa
transportation,international-aviation,ESH,1632,Africa
agriculture,manure-left-on-pasture-cattle,ESH,0,Africa
forestry-and-land-use,net-forest-land,ESH,-5,Africa
forestry-and-land-use,net-shrubgrass,ESH,118347,Africa
forestry-and-land-use,net-wetland,ESH,1569,Africa
forestry-and-land-use,removals,ESH,1326,Africa
transportation,road-transportation,ESH,73066,Africa
forestry-and-land-use,shrubgrass-fires,ESH,0,Africa
agriculture,synthetic-fertilizer-application,ESH,4,Africa
forestry-and-land-use,wetland-fires,ESH,0,Africa
fossil-fuel-operations,coal-mining,ESP,86096,Europe
mineral-extraction,copper-mining,ESP,94939,Europe
agriculture,cropland-fires,ESP,53443,Europe
transportation,domestic-aviation,ESP,79678,Europe
power,electricity-generation,ESP,407634,Europe
agriculture,enteric-fermentation-cattle-pasture,ESP,231085,Europe
forestry-and-land-use,forest-land-clearing,ESP,570385,Europe
forestry-and-land-use,forest-land-degradation,ESP,0,Europe
forestry-and-land-use,forest-land-fires,ESP,259055,Europe
transportation,international-aviation,ESP,455756,Europe
mineral-extraction,iron-mining,ESP,221318,Europe
agriculture,manure-left-on-pasture-cattle,ESP,81422,Europe
forestry-and-land-use,net-forest-land,ESP,-1630409,Europe
forestry-and-land-use,net-shrubgrass,ESP,-394556,Europe
forestry-and-land-use,net-wetland,ESP,-2535,Europe
fossil-fuel-operations,oil-and-gas-refining,ESP,1358351,Europe
manufacturing,other-manufacturing,ESP,214170,Europe
manufacturing,petrochemicals,ESP,658769,Europe
forestry-and-land-use,removals,ESP,-972654,Europe
agriculture,rice-cultivation,ESP,69971,Europe
transportation,road-transportation,ESP,343059,Europe
forestry-and-land-use,shrubgrass-fires,ESP,116735,Europe
waste,solid-waste-disposal,ESP,32055,Europe
agriculture,synthetic-fertilizer-application,ESP,174860,Europe
waste,wastewater-treatment-and-discharge,ESP,2248,Europe
forestry-and-land-use,water-reservoirs,ESP,2615,Europe
forestry-and-land-use,wetland-fires,ESP,40,Europe
agriculture,cropland-fires,EST,3191,Europe
transportation,domestic-aviation,EST,1164,Europe
power,electricity-generation,EST,978800,Europe
agriculture,enteric-fermentation-cattle-pasture,EST,2611,Europe
forestry-and-land-use,forest-land-clearing,EST,144265,Europe
forestry-and-land-use,forest-land-degradation,EST,0,Europe
forestry-and-land-use,forest-land-fires,EST,44,Europe
transportation,international-aviation,EST,53157,Europe
agriculture,manure-left-on-pasture-cattle,EST,920,Europe
forestry-and-land-use,net-forest-land,EST,46677,Europe
forestry-and-land-use,net-shrubgrass,EST,5766,Europe
forestry-and-land-use,net-wetland,EST,4744,Europe
forestry-and-land-use,removals,EST,-142391,Europe
transportation,road-transportation,EST,85800,Europe
forestry-and-land-use,shrubgrass-fires,EST,33,Europe
waste,solid-waste-disposal,EST,6755,Europe
agriculture,synthetic-fertilizer-application,EST,4138,Europe
waste,wastewater-treatment-and-discharge,EST,1423,Europe
forestry-and-land-use,wetland-fires,EST,0,Europe
fossil-fuel-operations,coal-mining,ETH,156403,Africa
agriculture,cropland-fires,ETH,295101,Africa
transportation,domestic-aviation,ETH,6985,Africa
power,electricity-generation,ETH,0,Africa
agriculture,enteric-fermentation-cattle-pasture,ETH,1587892,Africa
forestry-and-land-use,forest-land-clearing,ETH,179415,Africa
forestry-and-land-use,forest-land-degradation,ETH,56852,Africa
forestry-and-land-use,forest-land-fires,ETH,3414795,Africa
transportation,international-aviation,ETH,1232293,Africa
agriculture,manure-left-on-pasture-cattle,ETH,819907,Africa
forestry-and-land-use,net-forest-land,ETH,1053162,Africa
forestry-and-land-use,net-shrubgrass,ETH,460347,Africa
forestry-and-land-use,net-wetland,ETH,18257,Africa
forestry-and-land-use,removals,ETH,-3276440,Africa
agriculture,rice-cultivation,ETH,104105,Africa
transportation,road-transportation,ETH,35238,Africa
forestry-and-land-use,shrubgrass-fires,ETH,398602,Africa
waste,solid-waste-disposal,ETH,234367,Africa
agriculture,synthetic-fertilizer-application,ETH,54527,Africa
waste,wastewater-treatment-and-discharge,ETH,20709,Africa
forestry-and-land-use,water-reservoirs,ETH,57094,Africa
forestry-and-land-use,wetland-fires,ETH,2821,Africa
mineral-extraction,copper-mining,FIN,218970,Europe
agriculture,cropland-fires,FIN,16310,Europe
transportation,domestic-aviation,FIN,9063,Europe
power,electricity-generation,FIN,95533,Europe
agriculture,enteric-fermentation-cattle-pasture,FIN,58987,Europe
forestry-and-land-use,forest-land-clearing,FIN,6202208,Europe
forestry-and-land-use,forest-land-degradation,FIN,0,Europe
forestry-and-land-use,forest-land-fires,FIN,0,Europe
transportation,international-aviation,FIN,105927,Europe
agriculture,manure-left-on-pasture-cattle,FIN,20784,Europe
forestry-and-land-use,net-forest-land,FIN,4788192,Europe
forestry-and-land-use,net-shrubgrass,FIN,176483,Europe
forestry-and-land-use,net-wetland,FIN,219935,Europe
fossil-fuel-operations,oil-and-gas-refining,FIN,2744685,Europe
manufacturing,other-manufacturing,FIN,149000,Europe
manufacturing,petrochemicals,FIN,546134,Europe
forestry-and-land-use,removals,FIN,-6075917,Europe
transportation,road-transportation,FIN,378555,Europe
forestry-and-land-use,shrubgrass-fires,FIN,0,Europe
waste,solid-waste-disposal,FIN,15015,Europe
agriculture,synthetic-fertilizer-application,FIN,46315,Europe
waste,wastewater-treatment-and-discharge,FIN,2810,Europe
forestry-and-land-use,water-reservoirs,FIN,5441,Europe
forestry-and-land-use,wetland-fires,FIN,0,Europe
agriculture,cropland-fires,FJI,7242,Oceania
transportation,domestic-aviation,FJI,1353,Oceania
power,electricity-generation,FJI,73666,Oceania
forestry-and-land-use,forest-land-clearing,FJI,81869,Oceania
forestry-and-land-use,forest-land-degradation,FJI,16759,Oceania
forestry-and-land-use,forest-land-fires,FJI,0,Oceania
transportation,international-aviation,FJI,161588,Oceania
forestry-and-land-use,net-forest-land,FJI,-1709983,Oceania
forestry-and-land-use,net-shrubgrass,FJI,-12065,Oceania
forestry-and-land-use,net-wetland,FJI,-5540,Oceania
forestry-and-land-use,removals,FJI,-123560,Oceania
transportation,road-transportation,FJI,179267,Oceania
forestry-and-land-use,shrubgrass-fires,FJI,5404,Oceania
waste,solid-waste-disposal,FJI,193297,Oceania
waste,wastewater-treatment-and-discharge,FJI,8399,Oceania
forestry-and-land-use,wetland-fires,FJI,0,Oceania
forestry-and-land-use,forest-land-clearing,FLK,0,South America
forestry-and-land-use,forest-land-degradation,FLK,0,South America
forestry-and-land-use,forest-land-fires,FLK,0,South America
transportation,international-aviation,FLK,788,South America
forestry-and-land-use,net-forest-land,FLK,20397,South America
forestry-and-land-use,net-shrubgrass,FLK,-28002,South America
forestry-and-land-use,net-wetland,FLK,-4745,South America
forestry-and-land-use,removals,FLK,-5928,South America
forestry-and-land-use,shrubgrass-fires,FLK,589,South America
forestry-and-land-use,wetland-fires,FLK,14,South America
agriculture,cropland-fires,FRA,92423,Europe
transportation,domestic-aviation,FRA,35425,Europe
power,electricity-generation,FRA,411754,Europe
agriculture,enteric-fermentation-cattle-pasture,FRA,420677,Europe
forestry-and-land-use,forest-land-clearing,FRA,421122,Europe
forestry-and-land-use,forest-land-degradation,FRA,0,Europe
forestry-and-land-use,forest-land-fires,FRA,67371,Europe
transportation,international-aviation,FRA,340564,Europe
agriculture,manure-left-on-pasture-cattle,FRA,148224,Europe
forestry-and-land-use,net-forest-land,FRA,-521976,Europe
forestry-and-land-use,net-shrubgrass,FRA,-33130,Europe
forestry-and-land-use,net-wetland,FRA,-1207,Europe
fossil-fuel-operations,oil-and-gas-refining,FRA,1384791,Europe
manufacturing,other-manufacturing,FRA,407899,Europe
manufacturing,petrochemicals,FRA,628404,Europe
forestry-and-land-use,removals,FRA,-526845,Europe
agriculture,rice-cultivation,FRA,0,Europe
transportation,road-transportation,FRA,354303,Europe
forestry-and-land-use,shrubgrass-fires,FRA,16009,Europe
waste,solid-waste-disposal,FRA,13739,Europe
agriculture,synthetic-fertilizer-application,FRA,173387,Europe
waste,wastewater-treatment-and-discharge,FRA,1462,Europe
forestry-and-land-use,water-reservoirs,FRA,947,Europe
forestry-and-land-use,wetland-fires,FRA,40,Europe
agriculture,cropland-fires,FRO,2,Europe
forestry-and-land-use,forest-land-clearing,FRO,0,Europe
forestry-and-land-use,forest-land-degradation,FRO,0,Europe
forestry-and-land-use,forest-land-fires,FRO,0,Europe
