sector,subsector,iso3_country,co2e_100yr,continent_ct
transportation,international-aviation,FRO,28714,Europe
forestry-and-land-use,net-forest-land,FRO,210,Europe
forestry-and-land-use,net-shrubgrass,FRO,81550,Europe
forestry-and-land-use,net-wetland,FRO,-604,Europe
forestry-and-land-use,removals,FRO,1649,Europe
forestry-and-land-use,shrubgrass-fires,FRO,0,Europe
forestry-and-land-use,wetland-fires,FRO,0,Europe
transportation,domestic-aviation,FSM,1822,Oceania
transportation,international-aviation,FSM,1412,Oceania
waste,wastewater-treatment-and-discharge,FSM,805,Oceania
agriculture,cropland-fires,GAB,6644,Africa
transportation,domestic-aviation,GAB,1824,Africa
power,electricity-generation,GAB,307000,Africa
agriculture,enteric-fermentation-cattle-pasture,GAB,1487,Africa
forestry-and-land-use,forest-land-clearing,GAB,1356333,Africa
forestry-and-land-use,forest-land-degradation,GAB,162146,Africa
forestry-and-land-use,forest-land-fires,GAB,416669,Africa
transportation,international-aviation,GAB,66220,Africa
agriculture,manure-left-on-pasture-cattle,GAB,768,Africa
forestry-and-land-use,net-forest-land,GAB,-275027,Africa
forestry-and-land-use,net-shrubgrass,GAB,485009,Africa
forestry-and-land-use,net-wetland,GAB,-29271,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,GAB,532513,Africa
fossil-fuel-operations,oil-and-gas-refining,GAB,94148,Africa
forestry-and-land-use,removals,GAB,-2175628,Africa
transportation,road-transportation,GAB,192311,Africa
forestry-and-land-use,shrubgrass-fires,GAB,186841,Africa
waste,solid-waste-disposal,GAB,240271,Africa
agriculture,synthetic-fertilizer-application,GAB,16,Africa
waste,wastewater-treatment-and-discharge,GAB,399,Africa
forestry-and-land-use,water-reservoirs,GAB,5739,Africa
forestry-and-land-use,wetland-fires,GAB,465,Africa
fossil-fuel-operations,coal-mining,GBR,65253,Europe
agriculture,cropland-fires,GBR,17839,Europe
transportation,domestic-aviation,GBR,22521,Europe
power,electricity-generation,GBR,514871,Europe
agriculture,enteric-fermentation-cattle-pasture,GBR,124580,Europe
forestry-and-land-use,forest-land-clearing,GBR,147161,Europe
forestry-and-land-use,forest-land-degradation,GBR,0,Europe
forestry-and-land-use,forest-land-fires,GBR,92,Europe
transportation,international-aviation,GBR,915324,Europe
agriculture,manure-left-on-pasture-cattle,GBR,43895,Europe
forestry-and-land-use,net-forest-land,GBR,-435703,Europe
forestry-and-land-use,net-shrubgrass,GBR,-928714,Europe
forestry-and-land-use,net-wetland,GBR,-4814,Europe
fossil-fuel-operations,oil-and-gas-production-and-transport,GBR,765954,Europe
fossil-fuel-operations,oil-and-gas-refining,GBR,2424502,Europe
manufacturing,other-manufacturing,GBR,165422,Europe
manufacturing,petrochemicals,GBR,679925,Europe
forestry-and-land-use,removals,GBR,-174565,Europe
transportation,road-transportation,GBR,178581,Europe
forestry-and-land-use,shrubgrass-fires,GBR,463,Europe
waste,solid-waste-disposal,GBR,22394,Europe
agriculture,synthetic-fertilizer-application,GBR,75765,Europe
waste,wastewater-treatment-and-discharge,GBR,2771,Europe
forestry-and-land-use,water-reservoirs,GBR,761,Europe
forestry-and-land-use,wetland-fires,GBR,0,Europe
fossil-fuel-operations,coal-mining,GEO,213089,Asia
agriculture,cropland-fires,GEO,2468,Asia
power,electricity-generation,GEO,412500,Asia
agriculture,enteric-fermentation-cattle-pasture,GEO,8401,Asia
forestry-and-land-use,forest-land-clearing,GEO,5521,Asia
forestry-and-land-use,forest-land-degradation,GEO,0,Asia
forestry-and-land-use,forest-land-fires,GEO,5403,Asia
transportation,international-aviation,GEO,122782,Asia
agriculture,manure-left-on-pasture-cattle,GEO,2831,Asia
forestry-and-land-use,net-forest-land,GEO,-1170235,Asia
forestry-and-land-use,net-shrubgrass,GEO,206296,Asia
forestry-and-land-use,net-wetland,GEO,-608,Asia
fossil-fuel-operations,oil-and-gas-production-and-transport,GEO,1557,Asia
forestry-and-land-use,removals,GEO,-25553,Asia
transportation,road-transportation,GEO,119017,Asia
forestry-and-land-use,shrubgrass-fires,GEO,916,Asia
waste,solid-waste-disposal,GEO,397418,Asia
agriculture,synthetic-fertilizer-application,GEO,5593,Asia
waste,wastewater-treatment-and-discharge,GEO,2348,Asia
forestry-and-land-use,water-reservoirs,GEO,1482,Asia
forestry-and-land-use,wetland-fires,GEO,0,Asia
agriculture,cropland-fires,GGY,0,Europe
transportation,domestic-aviation,GGY,8729,Europe
forestry-and-land-use,forest-land-clearing,GGY,1,Europe
forestry-and-land-use,forest-land-degradation,GGY,0,Europe
forestry-and-land-use,forest-land-fires,GGY,0,Europe
transportation,international-aviation,GGY,484,Europe
forestry-and-land-use,net-forest-land,GGY,-4529,Europe
forestry-and-land-use,net-shrubgrass,GGY,-245,Europe
forestry-and-land-use,net-wetland,GGY,-75,Europe
forestry-and-land-use,removals,GGY,-104,Europe
forestry-and-land-use,shrubgrass-fires,GGY,0,Europe
forestry-and-land-use,wetland-fires,GGY,0,Europe
mineral-extraction,bauxite-mining,GHA,68062,Africa
agriculture,cropland-fires,GHA,38288,Africa
transportation,domestic-aviation,GHA,10814,Africa
power,electricity-generation,GHA,735000,Africa
agriculture,enteric-fermentation-cattle-pasture,GHA,19815,Africa
forestry-and-land-use,forest-land-clearing,GHA,365420,Africa
forestry-and-land-use,forest-land-degradation,GHA,45920,Africa
forestry-and-land-use,forest-land-fires,GHA,511891,Africa
transportation,international-aviation,GHA,653767,Africa
agriculture,manure-left-on-pasture-cattle,GHA,10231,Africa
forestry-and-land-use,net-forest-land,GHA,366988,Africa
forestry-and-land-use,net-shrubgrass,GHA,-194309,Africa
forestry-and-land-use,net-wetland,GHA,-13621,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,GHA,2131994,Africa
fossil-fuel-operations,oil-and-gas-refining,GHA,174910,Africa
forestry-and-land-use,removals,GHA,-1098345,Africa
transportation,road-transportation,GHA,90307,Africa
forestry-and-land-use,shrubgrass-fires,GHA,222070,Africa
waste,solid-waste-disposal,GHA,181784,Africa
waste,wastewater-treatment-and-discharge,GHA,4933,Africa
forestry-and-land-use,water-reservoirs,GHA,640497,Africa
forestry-and-land-use,wetland-fires,GHA,1076,Africa
forestry-and-land-use,forest-land-clearing,GIB,7,Europe
forestry-and-land-use,forest-land-degradation,GIB,0,Europe
forestry-and-land-use,forest-land-fires,GIB,0,Europe
transportation,international-aviation,GIB,35240,Europe
forestry-and-land-use,net-forest-land,GIB,47,Europe
forestry-and-land-use,net-shrubgrass,GIB,31,Europe
forestry-and-land-use,removals,GIB,-6,Europe
forestry-and-land-use,shrubgrass-fires,GIB,0,Europe
mineral-extraction,bauxite-mining,GIN,303860,Africa
agriculture,cropland-fires,GIN,253854,Africa
power,electricity-generation,GIN,86000,Africa
agriculture,enteric-fermentation-cattle-pasture,GIN,418882,Africa
forestry-and-land-use,forest-land-clearing,GIN,1338147,Africa
forestry-and-land-use,forest-land-degradation,GIN,34023,Africa
forestry-and-land-use,forest-land-fires,GIN,5842623,Africa
transportation,international-aviation,GIN,125098,Africa
agriculture,manure-left-on-pasture-cattle,GIN,216290,Africa
forestry-and-land-use,net-forest-land,GIN,-3550323,Africa
forestry-and-land-use,net-shrubgrass,GIN,-882213,Africa
forestry-and-land-use,net-wetland,GIN,3838,Africa
forestry-and-land-use,removals,GIN,-6646466,Africa
transportation,road-transportation,GIN,181761,Africa
forestry-and-land-use,shrubgrass-fires,GIN,784604,Africa
waste,solid-waste-disposal,GIN,206126,Africa
agriculture,synthetic-fertilizer-application,GIN,378,Africa
waste,wastewater-treatment-and-discharge,GIN,6766,Africa
forestry-and-land-use,water-reservoirs,GIN,12347,Africa
forestry-and-land-use,wetland-fires,GIN,5245,Africa
agriculture,cropland-fires,GLP,0,North America
power,electricity-generation,GLP,330000,North America
forestry-and-land-use,forest-land-clearing,GLP,761,North America
forestry-and-land-use,forest-land-degradation,GLP,1548,North America
forestry-and-land-use,forest-land-fires,GLP,0,North America
transportation,international-aviation,GLP,430388,North America
forestry-and-land-use,net-forest-land,GLP,-15843,North America
forestry-and-land-use,net-shrubgrass,GLP,6463,North America
forestry-and-land-use,net-wetland,GLP,15,North America
forestry-and-land-use,removals,GLP,-2402,North America
transportation,road-transportation,GLP,24742,North America
forestry-and-land-use,shrubgrass-fires,GLP,0,North America
waste,solid-waste-disposal,GLP,18536,North America
waste,wastewater-treatment-and-discharge,GLP,498,North America
forestry-and-land-use,wetland-fires,GLP,0,North America
agriculture,cropland-fires,GMB,11279,Africa
power,electricity-generation,GMB,108000,Africa
agriculture,enteric-fermentation-cattle-pasture,GMB,22694,Africa
forestry-and-land-use,forest-land-clearing,GMB,2660,Africa
forestry-and-land-use,forest-land-degradation,GMB,34,Africa
forestry-and-land-use,forest-land-fires,GMB,110857,Africa
transportation,international-aviation,GMB,70396,Africa
agriculture,manure-left-on-pasture-cattle,GMB,11718,Africa
forestry-and-land-use,net-forest-land,GMB,-58216,Africa
forestry-and-land-use,net-shrubgrass,GMB,-21709,Africa
forestry-and-land-use,net-wetland,GMB,-8429,Africa
forestry-and-land-use,removals,GMB,-125040,Africa
transportation,road-transportation,GMB,153228,Africa
forestry-and-land-use,shrubgrass-fires,GMB,34355,Africa
waste,solid-waste-disposal,GMB,154013,Africa
agriculture,synthetic-fertilizer-application,GMB,115,Africa
waste,wastewater-treatment-and-discharge,GMB,3495,Africa
forestry-and-land-use,wetland-fires,GMB,608,Africa
agriculture,cropland-fires,GNB,18082,Africa
power,electricity-generation,GNB,27000,Africa
agriculture,enteric-fermentation-cattle-pasture,GNB,30582,Africa
forestry-and-land-use,forest-land-clearing,GNB,125444,Africa
forestry-and-land-use,forest-land-degradation,GNB,4796,Africa
forestry-and-land-use,forest-land-fires,GNB,665393,Africa
transportation,international-aviation,GNB,16423,Africa
agriculture,manure-left-on-pasture-cattle,GNB,15791,Africa
forestry-and-land-use,net-forest-land,GNB,-716982,Africa
forestry-and-land-use,net-shrubgrass,GNB,-29775,Africa
forestry-and-land-use,net-wetland,GNB,-13883,Africa
forestry-and-land-use,removals,GNB,-565036,Africa
transportation,road-transportation,GNB,87252,Africa
forestry-and-land-use,shrubgrass-fires,GNB,18528,Africa
agriculture,synthetic-fertilizer-application,GNB,198,Africa
forestry-and-land-use,wetland-fires,GNB,813,Africa
agriculture,cropland-fires,GNQ,3956,Africa
transportation,domestic-aviation,GNQ,2909,Africa
power,electricity-generation,GNQ,0,Africa
agriculture,enteric-fermentation-cattle-pasture,GNQ,2257,Africa
forestry-and-land-use,forest-land-clearing,GNQ,297161,Africa
forestry-and-land-use,forest-land-degradation,GNQ,32939,Africa
forestry-and-land-use,forest-land-fires,GNQ,861,Africa
transportation,international-aviation,GNQ,18538,Africa
agriculture,manure-left-on-pasture-cattle,GNQ,1165,Africa
forestry-and-land-use,net-forest-land,GNQ,400242,Africa
forestry-and-land-use,net-shrubgrass,GNQ,-2312,Africa
forestry-and-land-use,net-wetland,GNQ,-14667,Africa
fossil-fuel-operations,oil-and-gas-production-and-transport,GNQ,2467399,Africa
forestry-and-land-use,removals,GNQ,-327235,Africa
transportation,road-transportation,GNQ,141739,Africa
forestry-and-land-use,shrubgrass-fires,GNQ,0,Africa
agriculture,synthetic-fertilizer-application,GNQ,4,Africa
waste,wastewater-treatment-and-discharge,GNQ,7688,Africa
forestry-and-land-use,wetland-fires,GNQ,0,Africa
fossil-fuel-operations,coal-mining,GRC,173450,Europe
agriculture,cropland-fires,GRC,82870,Europe
transportation,domestic-aviation,GRC,10323,Europe
power,electricity-generation,GRC,819857,Europe
agriculture,enteric-fermentation-cattle-pasture,GRC,62336,Europe
forestry-and-land-use,forest-land-clearing,GRC,153897,Europe
forestry-and-land-use,forest-land-degradation,GRC,0,Europe
forestry-and-land-use,forest-land-fires,GRC,76540,Europe
transportation,international-aviation,GRC,182313,Europe
agriculture,manure-left-on-pasture-cattle,GRC,21964,Europe
forestry-and-land-use,net-forest-land,GRC,-1719483,Europe
forestry-and-land-use,net-shrubgrass,GRC,-712202,Europe
forestry-and-land-use,net-wetland,GRC,-13120,Europe
fossil-fuel-operations,oil-and-gas-production-and-transport,GRC,26255,Europe
fossil-fuel-operations,oil-and-gas-refining,GRC,1121583,Europe
manufacturing,other-manufacturing,GRC,114000,Europe
forestry-and-land-use,removals,GRC,-319998,Europe
transportation,road-transportation,GRC,536214,Europe
forestry-and-land-use,shrubgrass-fires,GRC,27817,Europe
waste,solid-waste-disposal,GRC,164833,Europe
agriculture,synthetic-fertilizer-application,GRC,103990,Europe
waste,wastewater-treatment-and-discharge,GRC,4306,Europe
forestry-and-land-use,water-reservoirs,GRC,6308,Europe
forestry-and-land-use,wetland-fires,GRC,23,Europe
agriculture,cropland-fires,GRD,485,North America
transportation,domestic-aviation,GRD,87,North America
forestry-and-land-use,forest-land-clearing,GRD,898,North America
forestry-and-land-use,forest-land-degradation,GRD,446,North America
forestry-and-land-use,forest-land-fires,GRD,0,North America
transportation,international-aviation,GRD,18862,North America
forestry-and-land-use,net-forest-land,GRD,-75506,North America
forestry-and-land-use,net-shrubgrass,GRD,-34,North America
forestry-and-land-use,net-wetland,GRD,442,North America
forestry-and-land-use,removals,GRD,-2116,North America
forestry-and-land-use,shrubgrass-fires,GRD,0,North America
forestry-and-land-use,wetland-fires,GRD,0,North America
transportation,domestic-aviation,GRL,414,North America
forestry-and-land-use,forest-land-clearing,GRL,0,North America
forestry-and-land-use,forest-land-degradation,GRL,0,North America
forestry-and-land-use,forest-land-fires,GRL,0,North America
transportation,international-aviation,GRL,4056,North America
mineral-extraction,iron-mining,GRL,0,North America
forestry-and-land-use,net-forest-land,GRL,-2411,North America
forestry-and-land-use,net-shrubgrass,GRL,3123646,North America
forestry-and-land-use,net-wetland,GRL,1179,North America
forestry-and-land-use,removals,GRL,176044,North America
forestry-and-land-use,shrubgrass-fires,GRL,0,North America
forestry-and-land-use,wetland-fires,GRL,0,North America
agriculture,cropland-fires,GTM,40191,North America
transportation,domestic-aviation,GTM,2234,North America
power,electricity-generation,GTM,194857,North America
agriculture,enteric-fermentation-cattle-pasture,GTM,28010,North America
forestry-and-land-use,forest-land-clearing,GTM,89658,North America
forestry-and-land-use,forest-land-degradation,GTM,4436,North America
forestry-and-land-use,forest-land-fires,GTM,15728,North America
transportation,international-aviation,GTM,161502,North America
agriculture,manure-left-on-pasture-cattle,GTM,8062,North America
forestry-and-land-use,net-forest-land,GTM,-39768,North America
forestry-and-land-use,net-shrubgrass,GTM,-1796,North America
forestry-and-land-use,net-wetland,GTM,-2682,North America
fossil-fuel-operations,oil-and-gas-production-and-transport,GTM,234880,North America
forestry-and-land-use,removals,GTM,-124752,North America
transportation,road-transportation,GTM,33692,North America
forestry-and-land-use,shrubgrass-fires,GTM,11263,North America
waste,solid-waste-disposal,GTM,62304,North America
agriculture,synthetic-fertilizer-application,GTM,7459,North America
waste,wastewater-treatment-and-discharge,GTM,16756,North America
forestry-and-land-use,water-reservoirs,GTM,4525,North America
forestry-and-land-use,wetland-fires,GTM,113,North America
agriculture,cropland-fires,GUF,16,South America
power,electricity-generation,GUF,192500,South America
agriculture,enteric-fermentation-cattle-pasture,GUF,0,South America
